0|1|6||75|162|250||||"39867858"|"68141026"
0|1|3||250|425|600||||"39867858"|"68141027"
0|0|1||250|425|600||||"39867860"|"68141028"
0|0|6||75|162|250||||"39867860"|"68141029"
0|3|15||2|4|5||||"39867861"|"68141030"
3|6|25||5|40|75||||"39867861"|"68141031"
0|1|6||75|162|250||||"39867861"|"68141032"
0|0|1||250|425|600||||"39867861"|"68141033"
3|12|25||5|40|75||||"39867862"|"68141034"
0|6|15||2|4|5||||"39867862"|"68141035"
0|2|6||75|162|250||||"39867862"|"68141036"
0|0|2||250|425|600||||"39867862"|"68141037"
10|14|35||5|40|75||||"39867863"|"68141038"
2|7|20||2|4|5||||"39867863"|"68141039"
0|3|10||75|162|250||||"39867863"|"68141040"
0|1|3||250|425|600||||"39867863"|"68141041"
0|3|15||2|4|5||||"39867864"|"68141042"
3|6|25||5|40|75||||"39867864"|"68141043"
0|1|6||75|162|250||||"39867864"|"68141044"
1|2|3||250|425|600||||"39867864"|"68141045"
3|12|25||5|40|75||||"39867865"|"68141046"
0|6|15||2|4|5||||"39867865"|"68141047"
0|2|6||75|162|250||||"39867865"|"68141048"
0|0|2||250|425|600||||"39867865"|"68141049"
10|14|35||5|40|75||||"39867866"|"68141050"
